# wavenumber (k), Specular Transmittance [-]
 58.81808000,  0.14738000
 59.05914000,  0.14572000
 59.30020000,  0.14414000
 59.54126000,  0.14257000
 59.78231000,  0.14097000
 60.02337000,  0.13929000
 60.26443000,  0.13756000
 60.50549000,  0.13576000
 60.74654000,  0.13395000
 60.98760000,  0.13217000
 61.22866000,  0.13042000
 61.46972000,  0.12873000
 61.71078000,  0.12706000
 61.95183000,  0.12539000
 62.19289000,  0.12370000
 62.43395000,  0.12195000
 62.67501000,  0.12020000
 62.91606000,  0.11848000
 63.15712000,  0.11680000
 63.39818000,  0.11520000
 63.63924000,  0.11362000
 63.88030000,  0.11206000
 64.12135000,  0.11047000
 64.36241000,  0.10884000
 64.60347000,  0.10720000
 64.84453000,  0.10556000
 65.08558000,  0.10394000
 65.32664000,  0.10240000
 65.56770000,  0.10092000
 65.80876000,  0.09952000
 66.04981000,  0.09818000
 66.29087000,  0.09690000
 66.53193000,  0.09569000
 66.77299000,  0.09460000
 67.01405000,  0.09360000
 67.25510000,  0.09271000
 67.49616000,  0.09185000
 67.73722000,  0.09095000
 67.97828000,  0.09001000
 68.21933000,  0.08901000
 68.46039000,  0.08802000
 68.70145000,  0.08711000
 68.94251000,  0.08624000
 69.18357000,  0.08543000
 69.42462000,  0.08462000
 69.66568000,  0.08375000
 69.90674000,  0.08282000
 70.14780000,  0.08180000
 70.38885000,  0.08073000
 70.62991000,  0.07965000
 70.87097000,  0.07862000
 71.11203000,  0.07776000
 71.35308000,  0.07702000
 71.59414000,  0.07645000
 71.83520000,  0.07595000
 72.07626000,  0.07544000
 72.31732000,  0.07487000
 72.55837000,  0.07416000
 72.79943000,  0.07327000
 73.04049000,  0.07215000
 73.28155000,  0.07084000
 73.52260000,  0.06934000
 73.76366000,  0.06776000
 74.00472000,  0.06621000
 74.24578000,  0.06460000
 74.48683000,  0.06287000
 74.72789000,  0.06101000
 74.96895000,  0.05880000
 75.21001000,  0.05655000
 75.45107000,  0.05444000
 75.69212000,  0.05267000
 75.93318000,  0.05157000
 76.17424000,  0.05088000
 76.41530000,  0.05049000
 76.65635000,  0.05024000
 76.89741000,  0.04994000
 77.13847000,  0.04960000
 77.37953000,  0.04922000
 77.62059000,  0.04872000
 77.86164000,  0.04798000
 78.10270000,  0.04716000
 78.34376000,  0.04633000
 78.58482000,  0.04563000
 78.82587000,  0.04532000
 79.06693000,  0.04517000
 79.30799000,  0.04510000
 79.54905000,  0.04499000
 79.79010000,  0.04463000
 80.03116000,  0.04416000
 80.27222000,  0.04363000
 80.51328000,  0.04313000
 80.75434000,  0.04280000
 80.99539000,  0.04252000
 81.23645000,  0.04228000
 81.47751000,  0.04200000
 81.71857000,  0.04158000
 81.95962000,  0.04111000
 82.20068000,  0.04059000
 82.44174000,  0.04009000
 82.68280000,  0.03969000
 82.92385000,  0.03934000
 83.16491000,  0.03904000
 83.40597000,  0.03873000
 83.64703000,  0.03834000
 83.88809000,  0.03790000
 84.12914000,  0.03738000
 84.37020000,  0.03685000
 84.61126000,  0.03638000
 84.85232000,  0.03596000
 85.09337000,  0.03564000
 85.33443000,  0.03536000
 85.57549000,  0.03508000
 85.81655000,  0.03479000
 86.05761000,  0.03449000
 86.29866000,  0.03418000
 86.53972000,  0.03389000
 86.78078000,  0.03357000
 87.02184000,  0.03321000
 87.26289000,  0.03281000
 87.50395000,  0.03237000
 87.74501000,  0.03196000
 87.98607000,  0.03164000
 88.22712000,  0.03140000
 88.46818000,  0.03124000
 88.70924000,  0.03110000
 88.95030000,  0.03091000
 89.19136000,  0.03070000
 89.43241000,  0.03044000
 89.67347000,  0.03018000
 89.91453000,  0.02993000
 90.15559000,  0.02969000
 90.39664000,  0.02948000
 90.63770000,  0.02928000
 90.87876000,  0.02912000
 91.11982000,  0.02894000
 91.36088000,  0.02871000
 91.60193000,  0.02842000
 91.84299000,  0.02801000
 92.08405000,  0.02755000
 92.32511000,  0.02706000
 92.56616000,  0.02656000
 92.80722000,  0.02610000
 93.04828000,  0.02571000
 93.28934000,  0.02542000
 93.53039000,  0.02523000
 93.77145000,  0.02513000
 94.01251000,  0.02510000
 94.25357000,  0.02509000
 94.49463000,  0.02507000
 94.73568000,  0.02501000
 94.97674000,  0.02492000
 95.21780000,  0.02475000
 95.45886000,  0.02457000
 95.69991000,  0.02445000
 95.94097000,  0.02439000
 96.18203000,  0.02452000
 96.42309000,  0.02462000
 96.66414000,  0.02452000
 96.90520000,  0.02415000
 97.14626000,  0.02326000
 97.38732000,  0.02221000
 97.62838000,  0.02128000
 97.86943000,  0.02061000
 98.11049000,  0.02061000
 98.35155000,  0.02094000
 98.59261000,  0.02152000
 98.83366000,  0.02210000
 99.07472000,  0.02234000
 99.31578000,  0.02200000
